Interval=	0.001 s
ExcelDateTime=	4.6199553692194582e+004	6/26/2026 13:17:19.005612
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
0.101	-0.005	0.008125	0.191875	-0.3325	0.3240625	0.0059375
0.102	-0.005625	0.00875	0.1915625	-0.3328125	0.32125	0.00625
0.103	-0.005625	0.0075	0.1940625	-0.329375	0.3228125	0.0053125
0.104	-0.003125	0.0090625	0.1934375	-0.33125	0.321875	0.0078125
0.105	-0.0075	0.004375	0.19375	-0.3321875	0.3215625	0.0128125
0.106	-0.00375	0.0096875	0.1946875	-0.3309375	0.3203125	0.01
0.107	-0.005625	0.0071875	0.195	-0.3328125	0.32375	0.0090625
0.108	-0.006875	0.0053125	0.1909375	-0.3328125	0.3209375	0.0096875
0.109	-0.004375	0.0065625	0.194375	-0.3325	0.321875	0.0090625
0.11	-0.0084375	0.0059375	0.193125	-0.333125	0.3196875	0.008125
0.111	-0.0103125	0.0078125	0.194375	-0.33125	0.321875	0.01
0.112	-0.0040625	0.0071875	0.1925	-0.3315625	0.32125	0.00875
0.113	-0.0053125	0.0121875	0.193125	-0.33	0.3225	0.009375
0.114	-0.005	0.0078125	0.19375	-0.3303125	0.3209375	0.0065625
0.115	-0.00625	0.0084375	0.1953125	-0.3315625	0.3215625	0.0084375
0.116	-0.004375	0.00625	0.1934375	-0.329375	0.3203125	0.0084375
0.117	-0.006875	0.006875	0.1940625	-0.330625	0.3228125	0.0071875
0.118	-0.004375	0.009375	0.19375	-0.3328125	0.3225	0.00875
0.119	-0.005	0.0075	0.1928125	-0.3315625	0.319375	0.0065625
0.12	-0.0065625	0.00875	0.1928125	-0.33	0.32125	0.0109375
0.121	-0.0078125	0.009375	0.1965625	-0.3290625	0.3228125	0.009375
0.122	-0.0065625	0.0053125	0.194375	-0.333125	0.319375	0.0065625
0.123	-0.005625	0.0071875	0.1959375	-0.33125	0.323125	0.0084375
0.124	-0.008125	0.00375	0.195	-0.3315625	0.323125	0.009375
0.125	-0.0053125	0.0090625	0.1940625	-0.3290625	0.3190625	0.00625
0.126	-0.00625	0.0084375	0.194375	-0.331875	0.3246875	0.006875
0.127	-0.00375	0.0078125	0.1946875	-0.3328125	0.3228125	0.0065625
0.128	-0.00625	0.00875	0.1928125	-0.330625	0.3225	0.009375
0.129	-0.006875	0.00875	0.194375	-0.328125	0.3228125	0.01
0.13	-0.00375	0.005	0.195	-0.329375	0.3215625	0.0109375
0.131	-0.004375	0.0078125	0.19	-0.3325	0.3225	0.0078125
0.132	-0.005625	0.0115625	0.191875	-0.33	0.32125	0.00875
0.133	-0.00375	0.0103125	0.195625	-0.3325	0.3225	0.0084375
0.134	-0.0046875	0.0115625	0.1946875	-0.3303125	0.32125	0.009375
0.135	-0.0053125	0.009375	0.1934375	-0.33	0.321875	0.00625
0.136	-0.004375	0.0075	0.19375	-0.3321875	0.324375	0.0065625
0.137	-0.00625	0.0065625	0.191875	-0.3328125	0.319375	0.0103125
0.138	-0.0065625	0.010625	0.195	-0.329375	0.3215625	0.0090625
0.139	-0.006875	0.008125	0.19375	-0.330625	0.320625	0.01
0.14	-0.0065625	0.009375	0.1940625	-0.3325	0.32125	0.01
0.141	-0.0046875	0.0084375	0.1934375	-0.3309375	0.3209375	0.0128125
0.142	-0.00375	0.0090625	0.193125	-0.3321875	0.320625	0.0084375
0.143	-0.005625	0.01	0.19375	-0.330625	0.3246875	0.00875
0.144	-0.0046875	0.009375	0.195625	-0.33375	0.3196875	0.0071875
0.145	-0.0075	0.0078125	0.191875	-0.331875	0.32125	0.00625
0.146	-0.005625	0.00875	0.196875	-0.3275	0.31875	0.0090625
0.147	-0.0034375	0.0090625	0.1934375	-0.329375	0.3228125	0.00625
0.148	-0.006875	0.005625	0.1946875	-0.331875	0.3234375	0.009375
0.149	-0.005625	0.0109375	0.1959375	-0.3315625	0.321875	0.0071875
