Timestamp (s),Voltage Dev1/ai0,Voltage Dev1/ai1,Voltage Dev1/ai2,Voltage Dev1/ai3,Voltage Dev1/ai4,Voltage Dev1/ai5
0.0,0.017445083402726977,0.048666242639444114,0.8114483333697534,1.4338992914718574,1.0654898626012421,0.19557000857826257
0.001,0.0401215043523285,0.04537980483944215,0.644497344843288,1.4937124084144553,1.681696468906058,0.5035091947185798
0.002,0.08547434576143226,-0.003588118778039495,0.6021023078075807,1.3964339309087133,1.2340840214655278,0.4975936077745988
0.003,0.03157676604223865,0.02533253418586537,0.991873693075618,1.6402873955067832,1.1400919589511582,0.15744733179449716
0.004,0.03683506654346064,0.026647109314526504,0.29580635434571434,0.9034685559447118,0.801589023488984,0.19458407728893856
0.005,-0.019363020500074463,0.06312656891844559,1.1782146145017471,1.8558774733119672,1.1295753641220827,0.21791778437054027
0.006,0.006599838544913805,0.05162403665650884,0.8114483333697534,1.4404721616201221,1.0878376275783879,0.21660320932922938
0.007,-0.007860487987189649,0.030919478478979634,0.8002744488336487,1.431598786911033,1.0681190114410026,0.20378610264167094
0.008,-0.02396403351603446,0.011529495302887757,0.7914010698821573,1.4289696388358581,1.0625320701505088,0.19064035212798439
0.009,2.696285623762784e-05,2.696285623762784e-05,2.696285623762784e-05,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285
0.01,0.00035560664097872285,0.00035560664097872285,2.696285623762784e-05,0.00035560664097872285,-0.00030168092853570527,2.696285623762784e-05
0.011,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285,0.0006842504256875659,0.00035560664097872285,0.0006842504256875659
0.012,0.0006842504256875659,2.696285623762784e-05,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285,2.696285623762784e-05
0.013,2.696285623762784e-05,0.00035560664097872285,0.00035560664097872285,2.696285623762784e-05,0.00035560664097872285,0.00035560664097872285
0.014,2.696285623762784e-05,0.00035560664097872285,0.0006842504256875659,0.0006842504256875659,2.696285623762784e-05,0.00035560664097872285
0.015,-0.01903437671345526,0.01941694610030137,0.7979739431842346,1.4319274304200054,1.0684476550456192,0.19557000857826257
0.016,-0.02133488322044874,0.014487289354138747,0.7986312305129731,1.4263404907546522,1.0651612189959188,0.18538205190430757
0.017,0.016787795836604683,0.11669550430683204,1.0832366171717984,1.6935276324288888,1.4269977777755185,0.46965889141598416
0.018,-0.02494996487739437,0.03617777898128048,0.7243577606997276,1.1890598525147493,0.6408822642044667,-0.33223191755729853
0.019,0.008571701248984431,0.10552161602337286,1.6682220880612482,2.32550873458354,1.5140883046651274,0.2658997729143895
0.02,-0.005559981489282981,0.04340794215779781,0.7992885178414442,1.4059645929216054,1.0493863258483955,0.21035897787391955
0.021,0.017773727185738636,0.04537980483944215,0.7746402428415835,1.4158238983696592,1.0963823611492873,0.237965053667325
0.022,0.015473220703964521,0.05030946153815763,0.795673437531544,1.46380585033962,1.118730125617461,0.3828969464583861
0.023,-0.019363020500074463,0.016130508270350494,0.8055327474485516,1.4381716570725342,1.0773210323405096,0.21528863428725226
0.024,-0.01541929506272069,0.027961684442653206,0.807833253087166,1.4493455362601455,1.0986828663322445,0.21660320932922938
0.025,-0.014433363704091734,0.0292762595702446,0.8052041037856236,1.4335706479634516,1.070090873067523,0.2238333720481695
0.026,0.00035560664097872285,0.00035560664097872285,0.00035560664097872285,0.0006842504256875659,0.00035560664097872285,0.00035560664097872285
0.027,0.00035560664097872285,2.696285623762784e-05,0.00035560664097872285,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285
0.028,0.00035560664097872285,-0.00030168092853570527,2.696285623762784e-05,0.00035560664097872285,0.0006842504256875659,0.00035560664097872285
0.029,-0.00030168092853570527,2.696285623762784e-05,0.00035560664097872285,0.00035560664097872285,2.696285623762784e-05,2.696285623762784e-05
0.03,2.696285623762784e-05,0.00035560664097872285,0.00035560664097872285,2.696285623762784e-05,2.696285623762784e-05,-0.00030168092853570527
0.031,0.0010128942103641292,-0.00030168092853570527,-0.002273543637852121,-0.003916762563166601,0.005942550976629879,-0.004574050133517041
0.032,-0.01673387020800128,0.017773727185738636,0.7999458051696474,1.4289696388358581,1.0740345963120639,0.20772982778299953
