Timestamp (s),Voltage Dev1/ai0,Voltage Dev1/ai1,Voltage Dev1/ai2,Voltage Dev1/ai3,Voltage Dev1/ai4,Voltage Dev1/ai5
0.0,0.01580186448717398,-0.009503706915223231,0.7996171615055793,-1.4318741168480142,1.0444566717029726,-0.3355183556588984
0.001,0.0075857698970956955,-0.016405226421633834,0.7983025868486373,-1.43548919853529,1.0362405814218454,-0.3453776699742538
0.002,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285,0.00035560664097872285,2.696285623762784e-05,0.00035560664097872285
0.003,2.696285623762784e-05,-0.00030168092853570527,0.00035560664097872285,2.696285623762784e-05,2.696285623762784e-05,-0.00030168092853570527
0.004,0.00035560664097872285,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285,2.696285623762784e-05,0.00035560664097872285
0.005,0.00035560664097872285,0.00035560664097872285,0.0006842504256875659,-0.00030168092853570527,2.696285623762784e-05,2.696285623762784e-05
0.006,2.696285623762784e-05,0.00035560664097872285,2.696285623762784e-05,0.00035560664097872285,2.696285623762784e-05,0.00035560664097872285
0.007,2.696285623762784e-05,2.696285623762784e-05,2.696285623762784e-05,2.696285623762784e-05,0.0006842504256875659,2.696285623762784e-05
0.008,0.009557632600579596,-0.024292677303123233,0.7930442882101778,-1.4230007345094136,1.047743107801863,-0.31908616516887267
0.009,0.010214920168146444,-0.018377089140311095,0.801589023488984,-1.4128127769830416,1.050043613066464,-0.32401582231113113
0.01,0.010872207735582534,-0.04039622290840322,0.7996171615055793,-2.5597793318211184,1.074691883518384,-0.391059159832049
0.011,0.022374740144428598,-0.0049026939187403334,0.8183498502501956,-1.424315309672051,1.0497149694574686,-0.30495448138417713
0.012,0.06805622558904956,0.03354862873120848,0.8019176671526502,-1.7759641457875819,1.0336114325216834,-0.325987685169183
0.013,0.009886276384379361,-0.011804213415806827,0.7789126105349332,-2.3356443767237045,1.0838939043736915,-0.34011936900410655
0.014,0.012515426653599976,-0.01541929506272069,0.7979739431842346,-1.2057671830878807,1.0434707408717925,-0.28655042813605724
0.015,0.06509843158763443,0.0374923541055054,0.813748838999879,-1.0016793755795586,1.0424848100399144,-0.270446881594835
0.016,0.02336067149187364,-0.012132857201731531,0.8032322418066448,-1.4101836266491063,1.064832575390517,-0.29476652332858244
0.017,0.012186782870062002,-0.007860487987189649,0.8029035981432467,-1.401967531843656,1.0677903678363074,-0.3052831251927286
0.018,0.017116439619682317,-0.012132857201731531,0.8055327474485516,-1.3546428254233809,0.1318131177980551,-0.29016551001925595
0.019,0.00035560664097872285,2.696285623762784e-05,-0.00030168092853570527,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285
0.02,-0.00030168092853570527,2.696285623762784e-05,0.00035560664097872285,0.00035560664097872285,0.00035560664097872285,0.00035560664097872285
0.021,0.00035560664097872285,0.0006842504256875659,-0.00030168092853570527,0.00035560664097872285,0.00035560664097872285,0.00035560664097872285
0.022,0.00035560664097872285,0.00035560664097872285,0.00035560664097872285,0.00035560664097872285,0.00035560664097872285,2.696285623762784e-05
0.023,2.696285623762784e-05,0.00035560664097872285,0.00035560664097872285,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285
0.024,2.696285623762784e-05,0.00035560664097872285,2.696285623762784e-05,0.003642044486613011,2.696285623762784e-05,0.00035560664097872285
0.025,0.020074233665894947,-0.006217269059953651,0.8084905404118791,-1.416756502480456,1.0520154747188022,-0.3207293842158345
0.026,0.02533253418586537,-0.007203200416199429,0.8071759657621839,-1.4147846397322734,1.0441280280926566,-0.3312459861271656
0.027,0.044393873498773745,0.025003890403616696,0.7979739431842346,-0.6220957633449883,1.0405129483740674,-0.2921373728656407
0.028,-0.013118788559695893,-0.02692182760095521,0.8242654361239424,-2.3382735259522076,1.0424848100399144,-0.39664610465582917
0.029,0.059182843576292755,0.03814964166741469,0.8032322418066448,-0.5951469701033086,1.0345973633598227,-0.28260670244802977
0.03,0.031905409823817746,-0.007860487987189649,0.8081618967495562,-1.2527632472907817,1.0441280280926566,-0.26058756741012234
0.031,0.06214063758337869,0.027961684442653206,0.7963307248612183,-0.9234621468930051,1.050043613066464,-0.325987685169183
0.032,0.03617777898128048,0.00035560664097872285,0.7973166558552286,-1.7039911633084697,1.0595742776934296,-0.32138667183474756
0.033,0.018431014751662866,-0.005231337703995642,0.8111196897080369,-1.4026248194287523,1.0707481602757336,-0.3016680432997103
0.034,0.033219984949797665,0.011200851519251515,0.8232795051465125,-1.3927655056403554,1.061546139332187,-0.30889820708804605
0.035,2.696285623762784e-05,0.00035560664097872285,0.00035560664097872285,0.00035560664097872285,2.696285623762784e-05,0.00035560664097872285
0.036,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285,0.00035560664097872285,2.696285623762784e-05,-0.00030168092853570527
0.037,0.00035560664097872285,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285,2.696285623762784e-05,2.696285623762784e-05
0.038,2.696285623762784e-05,0.00035560664097872285,0.00035560664097872285,0.00035560664097872285,0.00035560664097872285,0.00035560664097872285
0.039,0.0010128942103641292,2.696285623762784e-05,2.696285623762784e-05,-0.0006303247133412765,0.00035560664097872285,0.00035560664097872285
0.04,2.696285623762784e-05,2.696285623762784e-05,2.696285623762784e-05,-0.00030168092853570527,2.696285623762784e-05,-0.00030168092853570527
0.041,-0.00030168092853570527,0.00035560664097872285,-0.019363020500074463,-0.11532700747715341,-0.02593589623903475,0.703981852476429
0.042,0.038478285448318494,0.0075857698970956955,0.8061900347742063,-1.4318741168480142,1.0355832941972678,-0.33256056136737855
0.043,0.04636573617980263,0.009557632600579596,0.8144061263221644,-1.4368037736933994,1.0418275228182752,-0.3315746299371921
0.044,0.012515426653599976,-0.010818282058223175,0.8042181727964364,-1.5445989349360971,1.0533300491521367,-0.2888509347887257
0.045,-0.0006303247133412765,-0.03875300396570655,0.7992885178414442,-1.139381133664221,1.0230948368717714,-0.26551722450014714
0.046,0.05786826846112659,0.018759658534575424,0.7960020811964146,-0.3397907251936204,1.0293390655484007,-0.270446881594835
0.047,0.07068537581013656,0.03289134116835318,0.8052041037856236,-1.8278898578485163,1.0385410867054345,-0.31579972707633086
0.048,0.03946421679082636,0.00495661962396024,0.8009317361614503,-0.39270237889741144,1.0388697303170664,-0.26518858069399986
0.049,0.03026219091558628,-0.012461500987687946,0.8111196897080369,-1.5015465996163546,1.0444566717029726,-0.3509646147598754
0.05,0.03683506654346064,0.012515426653599976,0.8249227234418891,-1.3976951625377483,1.0691049422546166,-0.29903889283351537
0.051,0.03026219091558628,0.0026561131332623056,0.8140774826610554,-1.4082117638974392,1.05300140554392,-0.3187575213595354
0.052,0.00035560664097872285,2.696285623762784e-05,0.00035560664097872285,2.696285623762784e-05,0.0006842504256875659,0.00035560664097872285
0.053,-0.00030168092853570527,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285,2.696285623762784e-05,2.696285623762784e-05
0.054,2.696285623762784e-05,-0.00030168092853570527,2.696285623762784e-05,-0.0006303247133412765,2.696285623762784e-05,0.00035560664097872285
0.055,2.696285623762784e-05,0.00035560664097872285,0.00035560664097872285,2.696285623762784e-05,-0.00030168092853570527,2.696285623762784e-05
0.056,2.696285623762784e-05,0.00035560664097872285,0.00035560664097872285,0.0010128942103641292,2.696285623762784e-05,2.696285623762784e-05
0.057,0.00035560664097872285,0.00035560664097872285,2.696285623762784e-05,2.696285623762784e-05,-0.00030168092853570527,2.696285623762784e-05
0.058,0.033219984949797665,-0.003588118778039495,0.7923870008791694,-1.4384469926403585,1.0365692250340184,-0.338804793762267
0.059,0.00791441368109122,-0.026264540026310484,0.7838422655518514,-1.4368037736933994,1.0375551558700742,-0.3483354642719071
0.06,0.0595114873549973,0.035520491418965086,0.7907437825504828,-0.5093709334035991,1.0319682144565763,-0.12584360893733507
0.061,0.005613907192439135,-0.02034895186012045,0.7775980358612437,-2.0848892497893927,1.0234234804870215,-0.46040300470008455
0.062,0.022374740144428598,-0.010160994486659594,0.8071759657621839,-0.8728509986712667,1.0464285333632384,-0.27800568914896995
0.063,0.048666242639444114,0.02763304066067168,0.8061900347742063,-1.7187801324791299,1.038212443093725,-0.34800682046098796
0.064,0.015473220703964521,-0.010160994486659594,0.8006030924975831,-1.9692066630409837,1.0510295438929835,-0.3279595480278866
0.065,0.022374740144428598,-0.005231337703995642,0.8282091600275377,-1.732583170294444,1.0796215375557228,-0.3312459861271656
0.066,0.005285263408215932,-0.022978102154955382,0.795673437531544,-1.438118348851027,1.0536586927602756,-0.3121846451766772
0.067,0.007257126113067641,-0.01804844535378619,0.8055327474485516,-1.4147846397322734,1.0572737724446541,-0.3059404128098886
0.068,0.00791441368109122,-0.011475569629913848,0.8075046094247086,-1.4128127769830416,0.9254876798135796,-0.28457856529168535
0.069,2.696285623762784e-05,2.696285623762784e-05,2.696285623762784e-05,-0.00030168092853570527,2.696285623762784e-05,2.696285623762784e-05
0.07,0.00035560664097872285,2.696285623762784e-05,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285,2.696285623762784e-05
0.071,-0.00030168092853570527,2.696285623762784e-05,0.00035560664097872285,-0.00030168092853570527,0.00035560664097872285,2.696285623762784e-05
0.072,0.00035560664097872285,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285,-0.00030168092853570527,2.696285623762784e-05
0.073,2.696285623762784e-05,2.696285623762784e-05,2.696285623762784e-05,2.696285623762784e-05,0.00035560664097872285,2.696285623762784e-05
0.074,2.696285623762784e-05,0.00035560664097872285,0.00035560664097872285,-0.022978102154955382,2.696285623762784e-05,0.0006842504256875659
0.075,0.02829032822460127,0.005285263408215932,0.8153920573050853,-1.404596682183354,1.0651612189959188,-0.30791227566182344
0.076,0.030590834697299757,0.00429933205535149,0.8222935741684708,-1.399667025294919,1.0635180009681255,-0.3118560013677296
0.077,0.0010128942103641292,-0.024292677303123233,0.7950161502016028,-1.9777513997952059,1.0362405814218454,-0.32401582231113113
0.078,0.0660843629217556,0.02829032822460127,0.7963307248612183,-0.5455217533989956,1.0418275228182752,-0.3470208890283337
